x1	y1
2.66371855705309e+000	4.79501625135428e+000
2.96033854459498e+000	5.12264355362947e+000
3.13052027293565e+000	5.33326110509209e+000
3.18939444995021e+000	5.47367280606717e+000
3.20926420377494e+000	5.62578548212351e+000
3.24937584506814e+000	5.82470205850488e+000
3.31048528120350e+000	6.09382448537378e+000
3.31048528120350e+000	6.19913326110509e+000
3.41489889930969e+000	6.25763813651138e+000
3.61121205337588e+000	6.26933911159263e+000
3.81881071122879e+000	6.31614301191766e+000
3.93925705348744e+000	6.38634886240520e+000
4.08881770476863e+000	6.50335861321777e+000
4.21778014201479e+000	6.57356446370531e+000
4.40518957477258e+000	6.52676056338028e+000
4.54413046798762e+000	6.47995666305525e+000
4.68745359526540e+000	6.42145178764897e+000
4.86542081168191e+000	6.39804983748646e+000
5.01887752494425e+000	6.43315276273023e+000
5.27453891236236e+000	6.45655471289274e+000
5.50890350993301e+000	6.43315276273023e+000
5.75368167454848e+000	6.37464788732394e+000
6.08444502372166e+000	6.35124593716143e+000
6.59606707824629e+000	6.31614301191766e+000
6.97525684952311e+000	6.29274106175515e+000
7.51496666604729e+000	6.26933911159263e+000
8.09643647683928e+000	6.23423618634886e+000
8.94230994290593e+000	6.19913326110509e+000
9.51529149435433e+000	6.16403033586132e+000
1.00622994557009e+001	6.15232936078007e+000
1.03154027559012e+001	6.14062838569881e+000

x4	y4
1.23319240662472e+000	9.92199349945829e-001
1.23319240662472e+000	1.28472372697725e+000
1.24087512819543e+000	1.57724810400867e+000
1.25638445833201e+000	1.83466955579632e+000
1.29601117039494e+000	2.13889490790899e+000
1.35359708291608e+000	2.54842903575298e+000
1.43141165972120e+000	2.86435536294691e+000
1.53261886478711e+000	3.16858071505959e+000
1.72457341194916e+000	3.49620801733478e+000
1.98938187559548e+000	3.82383531960997e+000
2.51891316103905e+000	4.43228602383532e+000
2.64722648016993e+000	4.57269772481040e+000
2.88770236420750e+000	4.75991332611051e+000

x5	y5
1.34521645760522e+000	9.80498374864572e-001
1.35359708291608e+000	1.40173347778982e+000
1.37051529132709e+000	1.77616468039003e+000
1.40498871807582e+000	2.74734561213434e+000
1.42254925528998e+000	3.27388949079090e+000
1.43141165972120e+000	3.61321776814735e+000
1.44032927644965e+000	4.23336944745395e+000
1.45833152481957e+000	4.36208017334778e+000
1.53261886478711e+000	4.54929577464789e+000
1.63082193989092e+000	4.65460455037920e+000
1.72457341194916e+000	4.73651137594800e+000
1.76795268364781e+000	4.77161430119177e+000
1.80120171261923e+000	4.85352112676056e+000
1.85801211102864e+000	4.93542795232936e+000
2.10374597308580e+000	5.13434452871073e+000
2.35257554984967e+000	5.20455037919827e+000
2.55039630943347e+000	5.32156013001083e+000
2.74773297443705e+000	5.57898158179848e+000
2.86982351988287e+000	5.84810400866739e+000
2.96442704014183e+000	5.99631635969664e+000
3.04109096244801e+000	6.05352112676056e+000
3.12836074359691e+000	6.07302275189599e+000
3.33110942431597e+000	6.12892741061755e+000
3.52260575170630e+000	6.21083423618635e+000
3.70204712466912e+000	6.26933911159263e+000
3.96379841051725e+000	6.32784398699892e+000
4.24405668272613e+000	6.42145178764897e+000
4.51599605834938e+000	6.40975081256771e+000
4.74604068727567e+000	6.31614301191766e+000
5.17717430523404e+000	6.29274106175515e+000
5.54322367895075e+000	6.29274106175515e+000
6.12235078504363e+000	6.32784398699892e+000
6.59606707824629e+000	6.31614301191766e+000
7.37624519879123e+000	6.26933911159263e+000
7.84888061904080e+000	6.21083423618635e+000
8.14687683540165e+000	6.15232936078007e+000
8.83192236514791e+000	6.16403033586132e+000
9.16724144767059e+000	6.19913326110509e+000
9.28182007917268e+000	6.22253521126760e+000
9.57457124244767e+000	6.28104008667389e+000
9.93808626350752e+000	6.28104008667389e+000
1.00622994557009e+001	6.28104008667389e+000

x6	y6
1.46741685084234e+000	1.01560130010834e+000
1.46741685084234e+000	1.21451787648971e+000
1.47655877795172e+000	1.61235102925244e+000
1.47655877795172e+000	1.90487540628386e+000
1.48575765876939e+000	2.16229685807151e+000
1.48575765876939e+000	2.38461538461538e+000
1.50432770301414e+000	2.68884073672806e+000
1.51369958272349e+000	3.01646803900325e+000
1.54216699689442e+000	3.30899241603467e+000
1.54216699689442e+000	3.63661971830986e+000
1.54216699689442e+000	4.05785482123510e+000
1.54216699689442e+000	4.24507042253521e+000
1.60071801230371e+000	4.45568797399783e+000
1.69273889228625e+000	4.56099674972914e+000
1.74612834345107e+000	4.61950162513543e+000
1.81242310124960e+000	4.68970747562297e+000
1.85801211102864e+000	4.70140845070422e+000
