0	3.6804
0.0100	3.6792
0.0200	3.6784
0.0300	3.6785
0.0400	3.6803
0.0500	3.6844
0.0600	3.6914
0.0700	3.7020
0.0800	3.7162
0.0900	3.7336
0.1000	3.7538
0.1100	3.7764
0.1200	3.8001
0.1300	3.8218
0.1400	3.8400
0.1500	3.8554
0.1600	3.8691
0.1700	3.8814
0.1800	3.8923
0.1900	3.9017
0.2000	3.9096
0.2100	3.9158
0.2200	3.9198
0.2300	3.9211
0.2400	3.9191
0.2500	3.9125
0.2600	3.8995
0.2700	3.8785
0.2800	3.8485
0.2900	3.8089
0.3000	3.7592
0.3100	3.6989
0.3200	3.6277
0.3300	3.5451
0.3400	3.4540
0.3500	3.3685
0.3600	3.2988
0.3700	3.2475
0.3800	3.2119
0.3900	3.1893
0.4000	3.1763
0.4100	3.1703
0.4200	3.1695
0.4300	3.1724
0.4400	3.1770
0.4500	3.1811
0.4600	3.1815
0.4700	3.1754
0.4800	3.1597
0.4900	3.1304
0.5000	3.0864
0.5100	3.0317
0.5200	2.9709
0.5300	2.9028
0.5400	2.8214
0.5500	2.7234
0.5600	2.6139
0.5700	2.5044
0.5800	2.4026
0.5900	2.3173
0.6000	2.2630
0.6100	2.2452
0.6200	2.2674
0.6300	2.3308
0.6400	2.4230
0.6500	2.5238
0.6600	2.6146
0.6700	2.6811
0.6800	2.7210
0.6900	2.7346
0.7000	2.7226
0.7100	2.6856
0.7200	2.6245
0.7300	2.5429
0.7400	2.4492
0.7500	2.3499
0.7600	2.2468
0.7700	2.1417
0.7800	2.0366
0.7900	1.9330
0.8000	1.8330
0.8100	1.7382
0.8200	1.6505
0.8300	1.5712
0.8400	1.4988
0.8500	1.4314
0.8600	1.3667
0.8700	1.3029
0.8800	1.2377
0.8900	1.1697
0.9000	1.1026
0.9100	1.0433
0.9200	0.9960
0.9300	0.9597
0.9400	0.9296
0.9500	0.8988
0.9600	0.8632
0.9700	0.8267
0.9800	0.7910
0.9900	0.7560
1.0000	0.7208
