0.1	5.44263e+008
0.101161	5.41552e+008
0.102335	5.3882e+008
0.103523	5.36065e+008
0.104725	5.33287e+008
0.105941	5.30487e+008
0.10717	5.27665e+008
0.108415	5.2482e+008
0.109673	5.21952e+008
0.110946	5.19062e+008
0.112234	5.16149e+008
0.113537	5.13213e+008
0.114855	5.10254e+008
0.116188	5.07273e+008
0.117537	5.04269e+008
0.118902	5.01243e+008
0.120282	4.98193e+008
0.121678	4.95121e+008
0.123091	4.92026e+008
0.12452	4.88908e+008
0.125965	4.85767e+008
0.127427	4.82604e+008
0.128907	4.79418e+008
0.130403	4.76209e+008
0.131917	4.72977e+008
0.133448	4.69723e+008
0.134998	4.66447e+008
0.136565	4.63147e+008
0.13815	4.59826e+008
0.139754	4.56482e+008
0.141376	4.53116e+008
0.143017	4.49727e+008
0.144678	4.46317e+008
0.146357	4.42884e+008
0.148056	4.3943e+008
0.149775	4.35954e+008
0.151513	4.32456e+008
0.153272	4.28936e+008
0.155052	4.25396e+008
0.156852	4.21834e+008
0.158672	4.18251e+008
0.160514	4.14647e+008
0.162378	4.11022e+008
0.164263	4.07377e+008
0.16617	4.03711e+008
0.168099	4.00026e+008
0.17005	3.9632e+008
0.172024	3.92595e+008
0.174021	3.8885e+008
0.176041	3.85086e+008
0.178085	3.81304e+008
0.180152	3.77502e+008
0.182243	3.73683e+008
0.184359	3.69845e+008
0.186499	3.65989e+008
0.188664	3.62117e+008
0.190854	3.58227e+008
0.19307	3.5432e+008
0.195311	3.50397e+008
0.197578	3.46458e+008
0.199872	3.42503e+008
0.202192	3.38534e+008
0.204539	3.34549e+008
0.206914	3.3055e+008
0.209316	3.26538e+008
0.211746	3.22512e+008
0.214204	3.18473e+008
0.21669	3.14421e+008
0.219206	3.10358e+008
0.221751	3.06283e+008
0.224325	3.02197e+008
0.226929	2.98101e+008
0.229563	2.93995e+008
0.232228	2.8988e+008
0.234924	2.85757e+008
0.237651	2.81626e+008
0.24041	2.77487e+008
0.243201	2.73342e+008
0.246024	2.69191e+008
0.24888	2.65035e+008
0.251769	2.60874e+008
0.254692	2.56709e+008
0.257648	2.52542e+008
0.260639	2.48372e+008
0.263665	2.442e+008
0.266726	2.40029e+008
0.269822	2.35857e+008
0.272954	2.31686e+008
0.276123	2.27517e+008
0.279329	2.23351e+008
0.282571	2.19189e+008
0.285851	2.15031e+008
0.28917	2.10879e+008
0.292527	2.06733e+008
0.295922	2.02595e+008
0.299358	1.98465e+008
0.302833	1.94345e+008
0.306348	1.90235e+008
0.309905	1.86137e+008
0.313502	1.82052e+008
0.317142	1.7798e+008
0.320823	1.73924e+008
0.324547	1.69884e+008
0.328315	1.6586e+008
0.332126	1.61856e+008
0.335982	1.5787e+008
0.339882	1.53906e+008
0.343828	1.49964e+008
0.347819	1.46045e+008
0.351857	1.4215e+008
0.355941	1.38282e+008
0.360073	1.3444e+008
0.364253	1.30627e+008
0.368482	1.26844e+008
0.372759	1.23092e+008
0.377087	1.19372e+008
0.381464	1.15686e+008
0.385892	1.12035e+008
0.390372	1.08421e+008
0.394904	1.04845e+008
0.399488	1.01308e+008
0.404126	9.78118e+007
0.408817	9.43578e+007
0.413563	9.09473e+007
0.418364	8.75819e+007
0.42322	8.42629e+007
0.428133	8.09917e+007
0.433103	7.77698e+007
0.438131	7.45985e+007
0.443217	7.14793e+007
0.448362	6.84135e+007
0.453567	6.54025e+007
0.458832	6.24478e+007
0.464159	5.95506e+007
0.469547	5.67124e+007
0.474998	5.39343e+007
0.480512	5.12178e+007
0.48609	4.85641e+007
0.491733	4.59743e+007
0.497441	4.34499e+007
0.503216	4.09918e+007
0.509058	3.86012e+007
0.514967	3.62792e+007
0.520945	3.40269e+007
0.526993	3.18451e+007
0.53311	2.97349e+007
0.539299	2.76971e+007
0.545559	2.57325e+007
0.551893	2.38417e+007
0.558299	2.20255e+007
0.564781	2.02844e+007
0.571337	1.86188e+007
0.577969	1.70292e+007
0.584679	1.55157e+007
0.591466	1.40785e+007
0.598332	1.27177e+007
0.605278	1.1433e+007
0.612304	1.02244e+007
0.619412	9.09146e+006
0.626603	8.03357e+006
0.633877	7.05006e+006
0.641235	6.14009e+006
0.648679	5.30258e+006
0.65621	4.53631e+006
0.663827	3.83981e+006
0.671533	3.21142e+006
0.679329	2.64924e+006
0.687215	2.15115e+006
0.695193	1.71473e+006
0.703263	1.33734e+006
0.711427	1.01601e+006
0.719686	747510
0.72804	528268
0.736492	354390
0.745041	221630
0.75369	125373
0.76244	60617.4
0.771291	21953.7
0.780244	3545.11
0.789302	-894.871
0.798465	1875.09
0.807734	4782.58
0.81711	5212.34
0.826596	5492.75
0.836192	6109.28
0.845899	6709.77
0.855718	7173.2
0.865652	7524.5
0.875701	7792.59
0.885867	8008.56
0.896151	8205.83
0.906554	8420.14
0.917077	8676.97
0.927723	8977.86
0.938493	9321.37
0.949388	9705.84
0.960409	10129.5
0.971558	10590.3
0.982836	11086.1
0.994246	11614.5
1.00579	12172.9
1.01746	12758.5
1.02927	13368.1
1.04122	13999
1.05331	14650.2
1.06554	15321.7
1.07791	16013.2
1.09042	16724.3
1.10308	17454.8
1.11588	18204.3
1.12884	18972.3
1.14194	19758.4
1.1552	20562
1.16861	21382.6
1.18217	22219.6
1.1959	23072.2
1.20978	23944.9
1.22382	24850.7
1.23803	25804.2
1.2524	26820.9
1.26694	27917.3
1.28165	29111.1
1.29653	30421.1
1.31158	31867.3
1.3268	33470.9
1.34221	35254.2
1.35779	37241.3
1.37355	39452.9
1.3895	41868.8
1.40563	44443.6
1.42194	47128.2
1.43845	49870
1.45515	52622
1.47204	55389.6
1.48913	58198.5
1.50642	61076.1
1.5239	64051.6
1.54159	67156.3
1.55949	70423.5
1.57759	73888.9
1.59591	77590.1
1.61443	81567.4
1.63317	85862.5
1.65213	90508.4
1.67131	95532.4
1.69071	100963
1.71034	106830
1.7302	113166
1.75028	120003
1.7706	127376
1.79115	135323
1.81195	143881
1.83298	153091
1.85426	162995
1.87578	173639
1.89756	185065
1.91959	197291
1.94187	210321
1.96441	224158
1.98722	238804
2.01029	254259
2.03362	270523
2.05723	287594
2.08111	305472
2.10527	324151
2.12971	343626
2.15443	363892
2.17944	384941
2.20475	406762
2.23034	429325
2.25623	452447
2.28242	475868
2.30892	499308
2.33572	522471
2.36284	545034
2.39027	566658
2.41801	586979
2.44608	605762
2.47448	623079
2.5032	639054
2.53226	653817
2.56166	667514
2.5914	680301
2.62148	692346
2.65191	703833
2.6827	714956
2.71384	725928
2.74534	737004
2.77721	748582
2.80945	761114
2.84207	775087
2.87506	791019
2.90843	809371
2.9422	829351
2.97635	849149
3.0109	866806
3.04586	880216
3.08121	886580
3.11698	881996
3.15317	862748
3.18977	832271
3.2268	799692
3.26426	773325
3.30215	754164
3.34048	740814
3.37926	731767
3.41849	725406
3.45818	720662
3.49832	718470
3.53893	720233
3.58001	727112
3.62157	738279
3.66361	752047
3.70614	766606
3.74917	780491
3.79269	796548
3.83672	820221
3.88126	857355
3.92631	911604
3.97189	970556
4.018	1.02462e+006
4.06464	1.07655e+006
4.11183	1.1301e+006
4.15956	1.18931e+006
4.20785	1.25851e+006
4.2567	1.34227e+006
4.30611	1.44254e+006
4.3561	1.55556e+006
4.40667	1.67673e+006
4.45782	1.80519e+006
4.50957	1.94785e+006
4.56192	2.11215e+006
4.61488	2.28441e+006
4.66845	2.42638e+006
4.72265	2.52181e+006
4.77747	2.58068e+006
4.83293	2.60884e+006
4.88903	2.60428e+006
4.94579	2.56431e+006
5.0032	2.48967e+006
